0.002,180.03820514679,99250.0707187125,9.58432152634487,-0.344213415,0.91790244,10.288156515,89.1818181818182,-27.7272727272727,-92.7551020408163,38.804802,-77.046902,0,0,-87,0,0,1.916244372496373,-5.098391821152299,992.5007071871249,180.00000024907987,0.14097156770600128,1
0.003,180.069842815399,99250.0707187125,9.58432152634487,-0.344213415,0.91790244,10.288156515,89.1818181818182,-27.7272727272727,-92.7551020408163,38.804803,-77.046903,0,0,-47,0,0,1.916244372496373,-5.098391821152299,992.5007071871249,180.0000004981597,0.28194313404123283,2
0.004,180.101037979126,99250.0707187125,9.58432152634487,-0.07649187,1.568083335,10.17341871,89.0909090909091,-27.3636363636364,-92.2448979591837,38.804804,-77.046904,0,0,-59,0,0,0.43078721700862843,-8.762347510574715,992.5007071871249,180.00000074723948,0.4229146996288966,3
0.005,180.132117033005,99250.0707187125,9.58432152634487,-0.07649187,1.568083335,10.17341871,89.0909090909091,-26.7272727272727,-92.6530612244898,38.804805,-77.046905,0,0,-81,0,0,0.43078721700862843,-8.762347510574715,992.5007071871249,180.00000099631927,0.5638862650921941,4
0.006,180.175894975662,99250.0707187125,9.58432152634487,-0.07649187,1.568083335,10.17341871,89.0909090909091,-26.7272727272727,-92.6530612244898,38.804806,-77.046906,0,0,-18,0,0,0.43078721700862843,-8.762347510574715,992.5007071871249,180.000001245399,0.7048578299416449,5
0.007,180.206558942795,99251.6985807593,9.57539507513866,-0.07649187,0.803164635,10.211664645,89,-26.5454545454545,-92.3469387755102,38.804807,-77.046907,0,0,-25,0,0,0.42917384220227756,-4.497151614667772,992.516985807593,180.0000014944787,0.8458293932866047,6
0.008,180.237664937973,99251.6985807593,9.57539507513866,-0.07649187,0.803164635,10.211664645,89,-26.5454545454545,-92.3469387755102,38.804808,-77.046908,0,0,-40,0,0,0.42917384220227756,-4.497151614667772,992.516985807593,180.00000174355839,0.986800956507198,7
0.009,180.268360853195,99251.6985807593,9.57539507513866,-0.07649187,0.803164635,10.211664645,88.6363636363636,-26.0909090909091,-92.3469387755102,38.804809,-77.046909,0,0,-56,0,0,0.42917384220227756,-4.497151614667772,992.516985807593,180.000001992638,1.127772518357022,8
0.01,180.298961162567,99251.6985807593,9.57539507513866,-0.07649187,0.803164635,10.211664645,88.6363636363636,-26.0909090909091,-92.3469387755102,38.80481,-77.04691,0,0,0,0,0,0.42917384220227756,-4.497151614667772,992.516985807593,180.0000022417176,1.268744080082479,9
0.011,180.329767942429,99251.6985807593,9.57539507513866,0.15298374,0.497197155,10.364648385,88.6363636363636,-26.0909090909091,-92.3469387755102,38.804811,-77.046911,0,0,-94,-0.08296882172173718,-2.693200071329271,-0.8456327557196283,-2.7464006773442247,992.516985807593,180.0000024907972,1.409715640437167,10
0.012,180.360891103745,99251.6985807593,9.57539507513866,0.15298374,0.497197155,10.364648385,88.2727272727273,-25.8181818181818,-92.2448979591837,38.804812,-77.046912,0,0,-11,-0.08296882172173718,-1.339720660855719,-0.8456327557196283,-2.7464006773442247,992.516985807593,180.00000273987672,1.5506872008012091,11
